id,action_sequence,first_action_rb,fact,ai_assistance
l6x79,1076-658-3316-164-17762-2613-105-1265-105-4966-822-12516-1143-105-1042-105-989,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
u0d4z,1076-658-3316-164-17762-2613-105-107-105-1265-822-10686-10909-704-105-992-105-2088,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
zhjhn,1076-658-3316-164-17762-2613-105-906-105-2953-822-836-105-775-105-976,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
yj6at,1076-658-3316-164-17762-2613-105-1042-105-2578-822-10477-697-105-907-105-4556,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
mwrin,1076-658-3316-760-1593-8615-105-1244-105-929-822-12516-5451-4521-2669-105-1265-105-2602,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 19 thao tác. Chỉ số hỗn loạn (Entropy): 3.83.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
ikfty,1076-658-3316-760-1165-105-906-105-4840-822-12516-1143-105-1042-105-3231,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
seyb2,1076-658-3316-10686-10909-704-105-4347-105-4556-822-7943-105-867-105-3427,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
c32uv,1076-658-3316-760-1593-8615-105-1243-105-2664-822-760-1165-105-906-105-3231,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
q341y,1076-658-3316-685-2207-8615-105-4037-105-4073-822-7943-105-1455-105-2039,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ca2r3,1076-658-3316-7943-105-1012-105-4966-822-10686-10909-704-105-110-105-3835,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
om0ce,1076-658-3316-685-2207-8615-105-1265-105-775-822-836-105-112-105-2883,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
s4ngp,1076-658-3316-12516-1143-105-113-105-907-822-760-1165-105-113-105-4899,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G005|TAG=ANCHOR_LOOP|P=LOW|COUNT=32|REP=lsokt|A=105|ABA=2|Buniq=1
s1jc2,1076-658-3316-7943-105-1455-105-4840-822-836-105-108-105-907,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 14 thao tác. Chỉ số hỗn loạn (Entropy): 3.24.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
rxv9j,1076-658-3316-164-17762-2613-105-867-105-3387-822-7943-105-1159-105-2640,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
osjgj,1076-658-3316-760-1593-8615-105-1042-105-4311-822-12516-1143-105-905-105-2578,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
qt2tg,1076-658-3316-760-1593-8615-105-1265-105-3876-822-10686-10909-704-105-1012-105-4787,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
rnq6n,1076-658-3316-12516-5451-4521-2669-105-110-105-4089-822-7943-105-1195-105-4311,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
rbggq,1076-658-3316-164-17762-2613-105-976-105-905-822-12516-1143-105-112-105-4787,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ccwae,1076-658-3316-685-2207-8615-105-1159-105-3562-822-10477-697-105-992-105-4073,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
q4lb7,1076-658-3316-836-105-115-105-4899-822-12516-5451-4521-2669-105-4037-105-2578,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
kg8ne,1076-658-3316-10477-697-105-867-105-3231-822-164-17762-2613-105-989-105-3114,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
n8t01,1076-658-3316-836-105-1012-105-3835-822-12516-5451-105-4425-105-1012,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.24.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
bwahd,1076-658-3316-12516-5451-105-1455-105-4429-822-685-2207-8615-105-907-105-3835,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
dmkxy,1076-658-3316-164-889-105-4187-105-989-822-164-889-105-867-105-5032,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.25.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
u7klg,1076-658-3316-12516-5451-105-775-105-4103-822-7943-105-1244-105-1159,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
jj29c,1076-658-3316-10477-697-105-4507-105-1127-822-12516-5451-4521-2669-105-1353-105-907,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
r4r46,1076-658-3316-836-105-976-105-929-822-760-1165-105-992-105-4004,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
nkcc8,1076-658-3316-10686-10909-704-105-979-105-3115-822-7943-105-114-105-4311,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
l8874,1076-658-3316-164-17762-2613-105-1126-105-4539-822-760-1165-105-867-105-1159,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ur3hn,1076-658-3316-12516-5451-4521-2669-105-4275-105-907-822-760-1165-105-905-105-2664,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
z3osx,1076-658-3316-10477-697-105-1265-105-3493-822-760-1165-105-867-105-1351,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ic744,1076-658-3316-10477-697-105-976-105-976-822-836-105-867-105-3562,"['105', '976']","Phát hiện 3 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.24.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
e1yhv,1076-658-3316-760-1165-105-976-105-4311-822-760-1593-8615-105-1159-105-4187,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
tgohx,1076-658-3316-10477-697-105-114-105-989-822-7943-105-867-105-3427,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ilu0q,1076-658-3316-164-889-105-112-105-2953-822-12516-5451-105-4507-105-3876,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
mc27n,1076-658-3316-12516-5451-4521-2669-105-1072-105-3387-822-12516-5451-105-113-105-4942,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
lg011,1076-658-3316-10477-697-105-1244-105-4787-822-760-1165-105-1072-105-905,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
e9zgv,1076-658-3316-12516-1143-105-1127-105-1195-822-164-889-105-1265-105-1265,"['1265', '105']","Phát hiện 3 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ybwse,1076-658-3316-7943-105-1265-105-4359-822-685-2207-8615-105-979-105-4731,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
m8mtn,1076-658-3316-164-889-105-989-105-1159-822-10686-10909-704-105-1159-105-1244,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
gn753,1076-658-3316-164-17762-2613-105-905-105-5032-822-7943-105-108-105-2125,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
gqg43,1076-658-3316-760-1593-8615-105-979-105-979-822-164-17762-2613-105-1042-105-867,"['105', '979']","Phát hiện 3 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.61.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
q398l,1076-658-3316-12516-1143-105-867-105-3835-822-12516-5451-105-1244-105-4004,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
p33bv,1076-658-3316-10477-697-105-867-105-1351-822-760-1165-105-115-105-3387,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
t3kg6,1076-658-3316-760-1165-105-976-105-3562-822-12516-5451-105-1012-105-4275,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
zbfmw,1076-658-3316-164-17762-2613-105-906-105-929-822-10686-10909-704-105-1265-105-4046,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
brx8u,1076-658-3316-760-1165-105-929-105-976-822-836-105-775-105-4359,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
up2rg,1076-658-3316-164-17762-2613-105-989-105-4385-822-7943-105-1072-105-906,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
e2sv0,1076-658-3316-836-105-4037-105-4465-822-164-17762-2613-105-1243-105-989,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
vumxp,1076-658-3316-12516-5451-105-1159-105-4787-822-164-17762-2613-105-1265-105-905,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
qwsbe,1076-658-3316-685-2207-8615-105-4347-105-4615-822-12516-5451-4521-2669-105-1353-105-4556,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 19 thao tác. Chỉ số hỗn loạn (Entropy): 3.83.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
oyosw,1076-658-3316-12516-1143-105-114-105-4731-822-10686-10909-704-105-976-105-4004,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
qvksg,1076-658-3316-12516-1143-105-1127-105-3889-822-164-889-105-1042-105-906,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
wehmg,1076-658-3316-12516-1143-105-1159-105-4359-822-10686-10909-704-105-4425-105-4691,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
fowqg,1076-658-3316-12516-5451-4521-2669-105-114-105-979-822-12516-5451-4521-2669-105-1353-105-4507,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 20 thao tác. Chỉ số hỗn loạn (Entropy): 3.52.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
f2n9c,1076-658-3316-12516-5451-105-992-105-2913-822-10477-697-105-1126-105-989,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
axfom,1076-658-3316-7943-105-989-105-4491-822-760-1165-105-1195-105-905,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
r1s9u,1076-658-3316-760-1165-105-1127-105-4306-822-164-889-105-108-105-1159,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
mk2fg,1076-658-3316-164-17762-2613-105-1127-105-2581-822-164-17762-2613-105-1265-105-2602,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.39.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ntsgs,1076-658-3316-7943-105-1455-105-3889-822-12516-5451-105-907-105-4150,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
bt3dr,1076-658-3316-164-889-105-1042-105-4731-822-12516-5451-4521-2669-105-1159-105-2736,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
i4wl0,1076-658-3316-10686-10909-704-105-775-105-1126-822-12516-5451-105-1455-105-3362,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
a4kab,1076-658-3316-164-889-105-1265-105-2913-822-164-17762-2613-105-1042-105-3362,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
q2fzf,1076-658-3316-760-1593-8615-105-4491-105-4129-822-12516-5451-4521-2669-105-110-105-1351,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 19 thao tác. Chỉ số hỗn loạn (Entropy): 3.83.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
hzrpp,1076-658-3316-685-2207-8615-105-1127-105-2581-822-10686-10909-704-105-1159-105-4275,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
tw9n8,1076-658-3316-164-889-105-1126-105-4089-822-760-1593-8615-105-1072-105-4391,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
e0nv3,1076-658-3316-12516-5451-105-1195-105-2883-822-12516-5451-105-1159-105-4117,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.25.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
z5dt8,1076-658-3316-685-2207-8615-105-906-105-3889-822-836-105-1195-105-4004,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
